ad,tur,ilce,lat,lon,alan_ha
KINALIADA İTFAİYE ÖNÜ SPOR ALETLERİ,Park,ADALAR,40.906335,29.055909,0.024
KINALIADA LEFTER SAHA YANI SPOR ALANI,Park,ADALAR,40.904917,29.05552,0.035
KINALIADA YARBAŞI SPOR ALANI VE YEŞİL ALAN,Park,ADALAR,40.912296,29.041683,0.022
KINALIADA ÇINAR TEPESİ PARKI YEŞİL ALAN,Park,ADALAR,40.910437,29.046676,0.044
KINALIADA İHAP HULUSİ GÖREV ANITI,Kamu,ADALAR,40.910742,29.055238,0.005
ATAYOLU CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.995036,29.246985,0.442
BÜYÜKADA MEHMET BÖLÜK PARKI YEŞİL ALAN,Park,ADALAR,40.87308,29.131481,0.053
BÜYÜKADA ÇANKAYA MEYDANI YEŞİL ALAN,Park,ADALAR,40.87145,29.126152,0.005
MÜ BAŞIBÜYÜK KAMPÜSÜ,Kamu,MALTEPE,40.951205,29.13707,1.556
TUZLA AYDINLI YOLU ORTA REFÜJ,Cadde (Kavşak ve Refüj),TUZLA,40.862906,29.325397,3.103
İBB ZEREN ERTAŞ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU BAHÇESİ,Kamu,KADIKOY,40.998404,29.043292,0.011
ORHANGAZİ ŞEHİR PARKI/DOĞU 2,Park,MALTEPE,40.929121,29.117096,51.022
FETTAH BAŞARAN CADDESİ,Cadde (Kavşak ve Refüj),TUZLA,40.910661,29.343215,0.504
7 EKİM PARKI,Park,SILE,41.164887,29.577594,1.138
İBB ÇEKMEKÖY SPOR KOMPLEKSİ BAHÇESİ,Kamu,CEKMEKOY,41.023452,29.185261,0.241
EVRENLİ MAHALLE PARKI,Park,SILE,41.102156,29.761595,0.005
GÖKMASLI MAHALLE PARKI - 2,Park,SILE,41.098459,29.806524,0.01
İMAM RABBANİ CADDESİ YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.980612,29.218683,0.086
BURGAZADA SAİT FAİK ABASIYANIK MÜZE ÖNÜ PARKI,Park,ADALAR,40.881086,29.067865,0.064
EGEMENLİK BULVARI ORTA REFÜJLER,Cadde (Kavşak ve Refüj),KARTAL,40.889299,29.190038,0.102
BURGAZADA PAZAR YERİ ÇINAR ALTI YEŞİL ALAN,Park,ADALAR,40.879981,29.066731,0.047
BURGAZADA İSKELE ÇIKIŞI MEYDAN YEŞİL ALAN,Meydan,ADALAR,40.881261,29.069659,0.125
SPOR CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),KARTAL,40.899853,29.205558,0.462
KINALIADA HRANT DİNK PARKI,Park,ADALAR,40.909437,29.054918,0.082
KINALIADA RAŞİT KARA PARKI,Park,ADALAR,40.908832,29.055341,0.058
TEKKE PARKI,Park,EYUPSULTAN,41.056718,28.941719,11.649
ESENKENT ATATÜRK BULVARI ORTA REFÜJ VE KAVŞAKLAR,Cadde (Kavşak ve Refüj),ESENYURT,41.056046,28.671011,0.535
BAKIRKÖY İNCİRLİ CADDESİ,Cadde (Kavşak ve Refüj),BAKIRKOY,40.985762,28.872259,1.485
KAVACIK KAVŞAĞI - ÜMRANİYE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BEYKOZ,41.064474,29.110122,27.645
SOFULAR MAHALLE PARKI,Park,SILE,41.172042,29.493938,0.143
SUNGURLU MAHALLE PARKI,Park,SILE,41.079238,29.866747,0.121
ŞİLE BAĞLANTI KAVŞAĞI - ÇEKMEKÖY KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",UMRANIYE,41.033388,29.147635,9.584
TAŞDELEN KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",CEKMEKOY,41.023159,29.218999,0.746
İBB YENİDOĞAN YÜZME HAVUZU BAHÇESİ,Kamu,SANCAKTEPE,41.015727,29.245195,0.366
HİDİV KORUSU,Koru,BEYKOZ,41.104524,29.076114,15.949
KARACAKÖY MAHALLE PARKI,Park,SILE,41.151646,29.769502,0.072
BULGURLU YERLİ SUYU 100. YIL PARKI,Park,USKUDAR,41.020391,29.069516,0.317
BOSTANCI - FINDIKLI BAĞLANTI YOLU ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",MALTEPE,40.958728,29.110544,1.505
SARAY CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),CEKMEKOY,41.036522,29.238087,0.498
SERİNDERE YAŞAM VADİSİ 1. ETAP,Park,CEKMEKOY,41.034852,29.173905,4.395
BEYLİKDÜZÜ BÖLGE ŞEFLİĞİ BAHÇESİ,Kamu,BUYUKCEKMECE,41.016134,28.618717,0.765
ZİNCİRLİKUYU - AKMERKEZ YOLU ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SISLI,41.074304,29.021501,0.599
GİŞELER - HARP AKADEMİLERİ KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BESIKTAS,41.093537,29.02582,15.063
KONAKLAR PARKI,Park,BESIKTAS,41.08852,29.010011,2.13
BALLICA CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),TUZLA,40.949191,29.391611,0.208
YUMUŞAK MAHALLE PARKI,Park,SILE,41.077012,29.879602,0.032
KARADENİZ MAHALLESİ METRO ÇIKIŞLARI,Metro Çıkışı,GAZIOSMANPASA,41.081446,28.875859,1.994
SARIKAVAK MAHALLE PARKI,Park,SILE,41.026263,29.649378,0.053
ÇATALCA RMS İSTASYONU BAHÇESİ,Kamu,CATALCA,41.122606,28.49674,0.247
GÜMÜŞPINAR KÖYKENARI C TİPİ MESİRE ALANI,Mesire Alanı,CATALCA,41.311606,28.283353,1.037
TRT ULUS BAHÇESİ,Kamu,BESIKTAS,41.057333,29.030233,0.191
AYDINLI KAVŞAĞI KAVŞAK ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TUZLA,40.878351,29.315156,19.912
ESKİ ANKARA ASFALTI CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.920083,29.366607,2.395
İBB BAHÇELİEVLER YENİBOSNA MERKEZ ÇEM BAHÇESİ,Kamu,BAHCELIEVLER,41.01399,28.818717,0.202
SÜREYYAPAŞA PARKI,Park,MALTEPE,40.916105,29.13076,1.895
SELÇUK HAN CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.987338,29.276528,0.077
ÇAMLICA KAVŞAĞI - HALK CADDESİ ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),ATASEHIR,40.989997,29.110619,5.143
İBB HALDUN ALAGAŞ SPOR KOMPLEKSİ BAHÇESİ,Kamu,UMRANIYE,41.025837,29.105089,0.201
PETROL YOLU CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.960464,29.269199,0.042
AVCILAR SAHİL PARKI - 1,Park,AVCILAR,40.970736,28.725677,11.563
BALTALİMANI KEMİK HASTANESİ BAHÇESİ,Kamu,SARIYER,41.095662,29.053718,0.495
HİSAR ÜSTÜ FATİH KORUSU PARKI,Koru,SARIYER,41.089191,29.043666,1.556
SORTULLU MAHALLE PARKI,Park,SILE,41.068988,29.737551,0.194
ORHANLI YOLU ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.928321,29.33573,4.458
SULTANBEYLİ GÖLET PARKI,Park,SULTANBEYLI,40.952927,29.277258,14.021
ANTALYA CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.952489,29.281181,0.008
BİRLİK ORGANİZE SANAYİ SİTESİ KAVŞAĞI,Cadde (Kavşak ve Refüj),TUZLA,40.876874,29.388198,0.312
MUSTAFA CANLI HATIRA PARKI,Hatıra Ormanı,EYUPSULTAN,41.215095,28.857605,2.264
İBB ÜMRANİYE YÜZME HAVUZU BAHÇESİ,Kamu,UMRANIYE,41.021452,29.12457,0.207
İZCİ KAMPI,Kamu,BEYKOZ,41.074104,29.116477,5.099
KAYIŞDAĞI DARULACEZE BAHÇESİ,Kamu,ATASEHIR,40.979465,29.148796,11.963
DEPREM PARKI,Park,ATASEHIR,40.99988,29.09455,1.713
15 TEMMUZ ŞEHİTLER KÖPRÜSÜ - ALTUNİZADE KAVŞAĞI ARASI YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",USKUDAR,41.03061,29.045496,14.371
BOSNA BULVARI ORTA REFÜJ,Cadde (Kavşak ve Refüj),USKUDAR,41.04126,29.077971,0.755
KISIKLI CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),USKUDAR,41.023084,29.052047,0.479
BURUNBAHÇE MESİRE ALANI - 1,Park,BEYKOZ,41.113691,29.087831,3.658
KALEMKÖY MAHALLE PARKI,Park,SILE,41.088591,29.844148,0.03
KUMBABA REKREASYON ALANI PARKI,Park,SILE,41.168387,29.583212,2.207
SİLAHTARAĞA YENİ CAMİ PARKI,Park,EYUPSULTAN,41.063772,28.941437,0.052
TEM KARTAL KAVŞAĞI - TEM PENDİK KAVŞAĞI ARASI YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SULTANBEYLI,40.965736,29.267856,42.899
KILIÇARSLAN CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,41.000201,29.275549,0.0
HASAN EL BENNA CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.953969,29.285846,0.0
BOSNA BULVARI,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.986727,29.264124,0.001
BASRA CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.988353,29.264697,0.0
BARAJ YOLU CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,41.003046,29.276262,0.0
TRABZON CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.935843,29.278906,0.0
CİHAN CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.938587,29.28665,0.0
FIRAT CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.95681,29.27628,0.0
ÖZGÜRLÜK CADDESİ,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.991512,29.268829,0.0
ATAYOLU CADDESİ,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.99745,29.251773,0.0
MALİYE BAKANLIĞI VERGİ DENETİM KURULU İSTANBUL BÜYÜK ÖLÇEKLİ MÜKELLEFLER GRUP BAŞKANLIĞI BAHÇESİ,Kamu,SISLI,41.079067,29.011361,0.055
AŞIK REYHANİ CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,40.975154,29.240382,0.657
ANKARA CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SANCAKTEPE,41.010082,29.210437,0.01
YILDIZ KORUSU,Koru,BESIKTAS,41.048489,29.016759,38.938
SULTANBEYLİ ATATÜRK CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),SULTANBEYLI,40.966908,29.269629,0.69
POLONEZKÖY KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BEYKOZ,41.121611,29.129962,3.608
KAVACIK - ELMALI - KORU YANI - AKBABA TEM BAĞLANTI YOLU,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BEYKOZ,41.123628,29.110934,9.851
UZUNÇAYIR KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",USKUDAR,40.998443,29.057293,5.114
HATBOYU CADDESİ,Cadde (Kavşak ve Refüj),TUZLA,40.837666,29.309487,1.36
İSTOÇ YOLU ORTA VE YAN REFÜJLER VE BATI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BASAKSEHIR,41.096385,28.845901,12.685
POYRAZKÖY SEVGİ PARKI,Park,BEYKOZ,41.203325,29.13229,0.034
İBB BAĞCILAR CÜNEYT ARKIN ERKEK ÖĞRENCİ YURDU BAHÇESİ,Kamu,BAGCILAR,41.042119,28.839308,0.837
ÇAĞLAYAN KAVŞAĞI - OKMEYDANI KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KAGITHANE,41.062323,28.968216,2.208
DİRİLİŞ PARKI,Park,UMRANIYE,41.014585,29.120922,0.499
HALİÇ SPOR PARKI,Park,EYUPSULTAN,41.041108,28.941339,2.546
GÜRPINAR PİRİ REİS SAHİL PARKI,Park,BEYLIKDUZU,40.988221,28.597645,12.311
SERİNDERE YAŞAM VADİSİ 2. ETAP,Park,CEKMEKOY,41.034567,29.184867,2.507
DENİZ YOLU CADDESİ YAN REFÜJLER,Cadde (Kavşak ve Refüj),BEYLIKDUZU,40.968702,28.602796,8.115
İDEALTEPE - DRAGOS ARASI KARA VE SAHİL PARKI,Park,MALTEPE,40.920173,29.128114,7.226
TUZLA YAŞAM VADİSİ 1. ETAP,Park,TUZLA,40.828547,29.321936,1.314
HEYBELİADA İNÖNÜ PARKI,Park,ADALAR,40.875143,29.099439,0.265
HEYBELİADA DEMİRTAŞ PARKI,Park,ADALAR,40.875347,29.095187,0.055
BÜYÜKDERE ATATÜRK FİDANLIĞI,Park,SARIYER,41.154439,29.029151,15.37
MUHSİN YAZICIOĞLU MESİRE ALANI,Mesire Alanı,CEKMEKOY,41.034157,29.185356,7.887
İBB BAYRAMPAŞA YILDIRIM ÇEM BAHÇESİ,Kamu,BAYRAMPASA,41.065337,28.885762,0.156
AYAZMA YAŞAM VADİSİ,Park,SANCAKTEPE,41.011948,29.264804,8.836
BÜYÜKADA LEFTER KÜÇÜKANDONİYADİS PARKI,Ağaçlandırma Sahası,ADALAR,40.873276,29.127391,0.039
TUZLA SAHİL BULVARI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),TUZLA,40.854972,29.285172,0.309
İÇERENKÖY MEYDANLARI,Meydan,ATASEHIR,40.969898,29.11644,0.228
KAZLIÇEŞME SAHİL PARKI,Park,ZEYTINBURNU,40.986945,28.912485,11.27
MERKEZ CAMİ PARKI,Meydan,ATASEHIR,40.968914,29.114982,0.096
DUT AĞACI PARKI,Meydan,ATASEHIR,40.970744,29.112889,0.083
TUZLA HAL YOLU CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),TUZLA,40.866918,29.342288,0.413
DARLIK MAHALLE PARKI,Park,SILE,41.042732,29.575789,0.447
MİMAR SEYFİ ARIKAN PARKI,Park,SISLI,41.063684,29.011228,0.279
İBB KÜÇÜKÇEKMECE ATAKENT ÇEM BAHÇESİ,Kamu,KUCUKCEKMECE,41.044528,28.799206,0.158
İBB HALKALI KAPALI YÜZME HAVUZU BAHÇESİ,Kamu,KUCUKCEKMECE,41.044901,28.799252,0.649
İBB BAĞCILAR 15 TEMMUZ ÇEM BAHÇESİ,Kamu,BAGCILAR,41.036864,28.814715,0.061
HALKALI METRO İSTASYONU,Metro Çıkışı,BAGCILAR,41.0456,28.808759,0.216
DOĞU SANAYİ METRO İSTASYONU,Metro Çıkışı,BAHCELIEVLER,41.014948,28.81788,0.217
İBB MALTEPE GİRNE ÇEM BAHÇESİ,Kamu,MALTEPE,40.943267,29.140639,0.118
RAMAZAN YEŞİL PARKI,Park,BAKIRKOY,40.978101,28.864359,0.972
CERRAHPAŞA TIP FAKÜLTESİ PROF. DR. MURAT DİLMENER HASTANESİ BAHÇESİ,Kamu,BAKIRKOY,40.969796,28.807272,18.607
İHSANOĞLU MAHALLE PARKI,Park,SILE,41.093061,29.808172,0.108
TEM - ATAŞEHİR KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ATASEHIR,40.998774,29.108158,4.856
BÜYÜKADA ANA ARTERLER,Cadde (Kavşak ve Refüj),ADALAR,40.859092,29.122963,7.921
BÜYÜKADA SAAT KULESİ YEŞİL ALAN,Meydan,ADALAR,40.874118,29.128605,0.004
HEYBELİADA METİN SÜLÜŞ PARKI,Park,ADALAR,40.876259,29.100498,0.145
HEYBELİADA BAYRAKTEPE PARKI,Park,ADALAR,40.873999,29.093761,0.065
HEYBELİADA HÜSEYİN RAHMİ BEY SOKAK ÇOCUK PARKI,Park,ADALAR,40.874225,29.094754,0.008
ATAKÖY METRO İSTASYONU ÇEVRESİ,Metro Çıkışı,BAKIRKOY,40.979971,28.856263,0.245
İBB GAZİOSMANPAŞA HÜRRİYET MAHALLESİ ZEMİN ÜSTÜ PARKI,Park,GAZIOSMANPASA,41.071148,28.894783,0.248
İBB EYÜPSULTAN İSKİ GENEL MÜDÜRLÜĞÜ ÇEM BAHÇESİ,Kamu,EYUPSULTAN,41.086869,28.965593,0.108
CENDERE CADDESİ VE ÇEVRESİ,Cadde (Kavşak ve Refüj),KAGITHANE,41.084615,28.979003,0.28
ŞEHİT VEDAT BARCEĞCİ PARKI,Park,SULTANGAZI,41.088835,28.87842,2.418
İNÖNÜ CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),BAGCILAR,41.050578,28.830208,0.101
İBB BEHİÇ ERKİN METRO YERLEŞKE BAHÇESİ,Kamu,UMRANIYE,41.033843,29.151367,1.783
BÜYÜKADA AŞIKLAR YOLU SPOR ALANI,Park,ADALAR,40.864382,29.121019,0.173
BÜYÜKADA KESTİRME YOLU SPOR ALANI,Park,ADALAR,40.86477,29.129776,0.138
SERİNSU CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),BEYKOZ,41.137262,29.286288,0.626
BÜYÜKADA MAVİ KULÜP YOLU SPOR ALANI,Park,ADALAR,40.855883,29.11477,0.064
GAZİOSMANPAŞA KAVŞAĞI - METRİS KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",GAZIOSMANPASA,41.090003,28.888598,7.407
İBB HAMZA YERLİKAYA SPOR KOMPLEKSİ BAHÇESİ,Kamu,SULTANGAZI,41.086593,28.870463,0.241
KOCATEPE PARKI,Park,BAYRAMPASA,41.048726,28.895664,3.073
METRİS KAVŞAĞI İKİTELLİ KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BAGCILAR,41.065505,28.844447,26.007
75. YIL YÜZME HAVUZU BAHÇESİ,Kamu,SULTANGAZI,41.095486,28.902021,0.404
GİYİMKENT CADDESİ - TEM KUZEY YAN YOL ARASI KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENLER,41.076878,28.870027,1.61
EMİRGAN ÇINARALTI MEYDANI,Meydan,SARIYER,41.104839,29.05601,0.172
SARAYBURNU PARKI - ÇATLADIKAPI PARKI ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),FATIH,41.008643,28.982646,3.745
İBB ATAŞEHİR KAYIŞDAĞI ÇEM BAHÇESİ,Kamu,ATASEHIR,40.980917,29.148818,0.368
İBB SİLİVRİ MİMAR SİNAN ÇEM BAHÇESİ,Kamu,SILIVRI,41.087316,28.190838,0.038
KINALIADA ANA ARTERLER,Cadde (Kavşak ve Refüj),ADALAR,40.910131,29.053424,0.196
PAŞALİMANI PARKI,Park,USKUDAR,41.032276,29.022693,0.778
AKFIRAT - ORHANLI - TEPEÖREN YOLU ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),TUZLA,40.938713,29.40796,2.051
MENEKŞE DERESİ PARKI,Park,KUCUKCEKMECE,41.038992,28.769989,16.921
BOTAŞ PARKI - 1,Park,PENDIK,40.877975,29.249247,4.576
YÜZYIL METRO ACİL ÇIKIŞI,Metro Çıkışı,ESENLER,41.063026,28.8564,0.018
DEDEPAŞA CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.938831,29.29497,1.561
PENDİK MEHMET AKİF ERSOY PARKI,Park,KARTAL,40.880017,29.21512,3.076
MALTEPE KUMCULAR - İBB SOSYAL TESİSLER ARASI KARA VE SAHİL PARKI,Park,MALTEPE,40.907061,29.138788,6.729
BURGAZADA ANA ARTERLER,Cadde (Kavşak ve Refüj),ADALAR,40.881972,29.066426,0.319
MUAMMER YELTEN PARKI,Park,KARTAL,40.905289,29.141126,2.218
HOCA NASRETTİN PARKI,Park,GAZIOSMANPASA,41.061715,28.908386,0.261
CEBECİ SPOR KOMPLEKSİ BAHÇESİ,Kamu,SULTANGAZI,41.107696,28.875346,2.969
ÇATALCA ÇANAKÇA MAHALLE PARKI,Park,CATALCA,41.249743,28.497795,0.305
YENİ MAHALLE SÜREYYAPAŞA CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.882904,29.232095,0.046
BİZİMKENT KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BEYLIKDUZU,41.01449,28.64416,1.792
AYTEKİN KOTİL PARKI,Park,BAKIRKOY,40.977916,28.885539,7.835
ÇATLADIKAPI PARKI - YENİKAPI ARASI ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),FATIH,41.00246,28.953409,1.608
ORTA MAHALLESİ ANKARA CADDESİ PENDİK KÖPRÜSÜ ÜSTÜ YAN REFÜJLER,Cadde (Kavşak ve Refüj),PENDIK,40.890242,29.239574,0.056
OSMANGAZİ PARKI,Park,PENDIK,40.923947,29.293884,1.552
HEYBELİADA RIHTIM CADDESİ ATATÜRK BÜSTÜ ETRAFI VE YEŞİL ALANLAR,Ağaçlandırma Sahası,ADALAR,40.877611,29.10061,0.036
BÜYÜKADA DİKİLİTAŞ YEŞİL ALAN,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ADALAR,40.873871,29.128411,0.006
HEYBELİADA ULUBEY PARKI YEŞİL ALAN,Park,ADALAR,40.878728,29.099061,0.036
ACIBADEM CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),KADIKOY,40.999847,29.039059,0.167
BALKAN ŞEHİRLERİ PARKI,Park,ZEYTINBURNU,40.981204,28.905398,6.139
CEMİL MERİÇ PARKI,Park,EYUPSULTAN,41.040428,28.942579,4.656
İBB KARTAL EK HİZMET BİNASI BAHÇESİ,Kamu,KARTAL,40.91306,29.185083,2.179
MEHMET AKİF ERSOY PARKI,Park,KARTAL,40.928902,29.214116,0.186
ÇEKMEKÖY ÇOCUK VE SANAT MERKEZİ,Kamu,CEKMEKOY,41.039863,29.267551,0.43
MALTEPE ÇAMLIK PARKI,Park,MALTEPE,40.925468,29.12986,0.12
HAREM - ÜSKÜDAR ARASI SAHİL PARKLARI,Park,USKUDAR,41.016967,29.00997,1.808
SELİMİYE PARKI,Park,USKUDAR,41.010929,29.019753,0.742
ÜSKÜDAR MEYDANI,Meydan,USKUDAR,41.02611,29.014308,1.07
MALTEPE ALTAYÇEŞME PARKI,Park,MALTEPE,40.939501,29.132119,1.596
MUKADDES ELİF KÖSEOĞLU TOPKARA VE ADEM TOPKARA MEYDAN VE PARK ALANI,Park,SARIYER,41.1155,28.999822,0.28
SAHİLKÖY MAHALLE PARKI,Park,SILE,41.201374,29.414265,0.279
İBB ÜMRANİYE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU BAHÇESİ,Kamu,UMRANIYE,40.99934,29.146634,0.1
MASLAK CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),BAGCILAR,41.05458,28.838225,0.143
İBB GÜNGÖREN TOZKOPARAN ÇEM BAHÇESİ,Kamu,GUNGOREN,41.015068,28.892418,0.055
İBB GAZİOSMANPAŞA MEVLANA ÇEM BAHÇESİ,Kamu,GAZIOSMANPASA,41.086991,28.916875,0.038
İBB BAYRAMPAŞA İSMETPAŞA ÇEM BAHÇESİ,Kamu,BAYRAMPASA,41.043165,28.901235,0.037
İSKİ MOLLA MURAT SUYU MEMBA ALANI,Park,SARIYER,41.166628,29.030619,0.656
SEYMEN MAHALLESİ MEYDANI,Meydan,SILIVRI,41.15636,28.170435,0.008
SİLİVRİ BOĞLUCA YAŞAM VADİSİ,Park,SILIVRI,41.079574,28.251244,2.95
MAREŞAL FEVZİ ÇAKMAK PARKI,Park,ESENLER,41.044371,28.883163,1.997
BÜYÜKADA KARADAĞ PARKI,Park,ADALAR,40.867536,29.12657,0.024
YENİKÖY DERESİ YAŞAM VADİSİ,Park,SILE,41.15994,29.604748,0.726
BÜYÜKADA KADIYORAN PARKI,Park,ADALAR,40.866836,29.125295,0.047
HÜSEYİN NİHAL ATSIZ PARKI,Park,MALTEPE,40.922509,29.126736,1.082
BÜYÜKADA OKTAY YENAL PARKI,Park,ADALAR,40.858242,29.119709,0.077
BÜYÜKADA HAŞİM GÜL PARKI,Park,ADALAR,40.870393,29.129914,0.031
BÜYÜKADA ESKİ MOTOR İSKELESİ YANI YEŞİL ALAN,Kamu,ADALAR,40.87465,29.131334,0.022
İBB FİLENİN SULTANLARI ÖĞRENCİ YURDU BAHÇESİ,Kamu,KUCUKCEKMECE,41.041413,28.760439,1.569
ŞEYH ŞAMİL PARKI,Park,KARTAL,40.930487,29.208578,0.708
ÜSKÜDAR CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),KARTAL,40.909656,29.157337,0.613
MARMARA BELEDİYELER BİRLİĞİ BAHÇESİ,Kamu,FATIH,41.018987,28.968644,0.108
SİLİVRİ RMS İSTASYONU BAHÇESİ,Kamu,SILIVRI,41.086214,28.190014,0.257
OSMANLI ARŞİVİ BAHÇESİ,Kamu,KAGITHANE,41.069278,28.965564,12.081
TEK LOJMANLARI ÇEVRESİ,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",EYUPSULTAN,41.095726,28.961807,2.262
BAĞDAT CADDESİ YAN REFÜJ,Cadde (Kavşak ve Refüj),KADIKOY,40.971774,29.059097,3.918
BOSTANCI - KÜÇÜKYALI ARASI KARA VE SAHİL PARKI,Park,MALTEPE,40.945944,29.103216,9.514
BAKIRKÖY İSTANBUL CADDESİ,Cadde (Kavşak ve Refüj),BAKIRKOY,40.978542,28.87542,2.534
VATAN CADDESİ KAVŞAĞI - OSMANİYE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ZEYTINBURNU,41.020492,28.917259,3.769
ŞEHİT GAFFAR OKKAN PARKI,Park,KARTAL,40.934365,29.210521,0.819
AVCILAR AYDOS SOKAK ORTA REFÜJ VE KAVŞAĞI,Cadde (Kavşak ve Refüj),AVCILAR,41.077229,28.71067,0.999
İBB ATAŞEHİR ESATPAŞA ÇEM BAHÇESİ,Kamu,ATASEHIR,41.003589,29.084501,0.071
İBB ÜMRANİYE AŞAĞI DUDULLU ÇEM BAHÇESİ,Kamu,UMRANIYE,41.031336,29.165556,0.287
İBB ÜMRANİYE MADENLER-FERAH ÇEM BAHÇESİ,Kamu,UMRANIYE,41.010199,29.181977,0.087
İBB ÜMRANİYE ESENKENT ÇEM BAHÇESİ,Kamu,UMRANIYE,41.00087,29.187648,0.069
MALTEPE CUMHURİYET MEYDANI,Meydan,MALTEPE,40.924516,29.131779,1.238
FINDIKLI SOSYAL YAŞAM MERKEZİ BAHÇESİ,Kamu,MALTEPE,40.967643,29.124168,0.222
İETT UĞUR MUMCU PERONLARI YEŞİL ALANLAR,Kamu,KARTAL,40.930749,29.21531,0.245
İBB PENDİK YENİŞEHİR ÇEM BAHÇESİ,Kamu,PENDIK,40.939676,29.305619,0.112
